SKU,Description,MSRP,BRONZE_Price,SILVER_Price,GOLD_Price,PLATINUM_Price
62110113301M06,,229.99,114.0,114.0,114.0,104.5
621101133501M06,,229.99,114.0,114.0,114.0,104.5
62110113401M06,,229.99,114.0,114.0,114.0,104.5
6211031320102,,219.99,114.0,114.0,114.0,104.5
62110313250102,,219.99,114.0,114.0,114.0,104.5
6211031330102,,219.99,114.0,114.0,114.0,104.5
62110313350102,,219.99,114.0,114.0,114.0,104.5
6211031340102,,219.99,114.0,114.0,114.0,104.5
6101051320606,,139.99,83.99,83.99,83.99,76.99
61010513250606,,139.99,83.99,83.99,83.99,76.99
6101051330606,,139.99,83.99,83.99,83.99,76.99
61010513350606,,139.99,83.99,83.99,83.99,76.99
6101051340606,,139.99,83.99,83.99,83.99,76.99
6101041320006,,189.99,114.0,114.0,114.0,104.5
61010413250006,,189.99,114.0,114.0,114.0,104.5
6101041330006,,189.99,114.0,114.0,114.0,104.5
61010413350006,,189.99,114.0,114.0,114.0,104.5
6101041340006,,189.99,114.0,114.0,114.0,104.5
61010213200M06,,199.99,114.0,114.0,114.0,104.5
610102132500M06,,199.99,114.0,114.0,114.0,104.5
61010213300M06,,199.99,114.0,114.0,114.0,104.5
610102133500M06,,199.99,114.0,114.0,114.0,104.5
61010213400M06,,199.99,114.0,114.0,114.0,104.5
6101031320006,,219.99,114.0,114.0,114.0,104.5
61010313250006,,219.99,114.0,114.0,114.0,104.5
6101031330006,,219.99,114.0,114.0,114.0,104.5
61010313350006,,219.99,114.0,114.0,114.0,104.5
6101031340006,,219.99,114.0,114.0,114.0,104.5
61010113200M06,,229.99,114.0,114.0,114.0,104.5
610101132500M06,,229.99,114.0,114.0,114.0,104.5
61010113300M06,,229.99,114.0,114.0,114.0,104.5
610101133500M06,,229.99,114.0,114.0,114.0,104.5
61010113400M06,,229.99,114.0,114.0,114.0,104.5
6213051320006,,139.99,83.99,83.99,83.99,76.99
62130513250006,,139.99,83.99,83.99,83.99,76.99
6213051330006,,139.99,83.99,83.99,83.99,76.99
62130513350006,,139.99,83.99,83.99,83.99,76.99
6213051340006,,139.99,83.99,83.99,83.99,76.99
6213041323636,,189.99,114.0,114.0,114.0,104.5
62130413253636,,189.99,114.0,114.0,114.0,104.5
6213041333636,,189.99,114.0,114.0,114.0,104.5
62130413353636,,189.99,114.0,114.0,114.0,104.5
6213041343636,,189.99,114.0,114.0,114.0,104.5
62130113236M06,,229.99,114.0,114.0,114.0,104.5
621301132536M06,,229.99,114.0,114.0,114.0,104.5
62130113336M06,,229.99,114.0,114.0,114.0,104.5
621301133536M06,,229.99,114.0,114.0,114.0,104.5
62130113436M06,,229.99,114.0,114.0,114.0,104.5
6213031323636,,219.99,114.0,114.0,114.0,104.5
62130313253636,,219.99,114.0,114.0,114.0,104.5
6213031333636,,219.99,114.0,114.0,114.0,104.5
62130313353636,,219.99,114.0,114.0,114.0,104.5
6213031343636,,219.99,114.0,114.0,114.0,104.5
62130213236M06,,199.99,114.0,114.0,114.0,104.5
621302132536M06,,199.99,114.0,114.0,114.0,104.5
62130213336M06,,199.99,114.0,114.0,114.0,104.5
621302133536M06,,199.99,114.0,114.0,114.0,104.5
62130213436M06,,199.99,114.0,114.0,114.0,104.5
6127051320006,,139.99,83.99,83.99,83.99,76.99
61270513250006,,139.99,83.99,83.99,83.99,76.99
6127051330006,,139.99,83.99,83.99,83.99,76.99
61270513350006,,139.99,83.99,83.99,83.99,76.99
6127051340006,,139.99,83.99,83.99,83.99,76.99
61270213212M06,,199.99,114.0,114.0,114.0,104.5
612702132512M06,,199.99,114.0,114.0,114.0,104.5
61270213312M06,,199.99,114.0,114.0,114.0,104.5
612702133512M06,,199.99,114.0,114.0,114.0,104.5
61270213412M06,,199.99,114.0,114.0,114.0,104.5
6127041321212,,189.99,114.0,114.0,114.0,104.5
61270413251212,,189.99,114.0,114.0,114.0,104.5
6127041331212,,189.99,114.0,114.0,114.0,104.5
61270413351212,,189.99,114.0,114.0,114.0,104.5
6127041341212,,189.99,114.0,114.0,114.0,104.5
61270113212M06,,229.99,114.0,114.0,114.0,104.5
612701132512M06,,229.99,114.0,114.0,114.0,104.5
61270113312M06,,229.99,114.0,114.0,114.0,104.5
612701133512M06,,229.99,114.0,114.0,114.0,104.5
61270113412M06,,229.99,114.0,114.0,114.0,104.5
6127031321212,,219.99,114.0,114.0,114.0,104.5
61270313251212,,219.99,114.0,114.0,114.0,104.5
6127031331212,,219.99,114.0,114.0,114.0,104.5
61270313351212,,219.99,114.0,114.0,114.0,104.5
6127031341212,,219.99,114.0,114.0,114.0,104.5
6202051320606,,139.99,83.99,83.99,83.99,76.99
62020513250606,,139.99,83.99,83.99,83.99,76.99
6202051330606,,139.99,83.99,83.99,83.99,76.99
62020513350606,,139.99,83.99,83.99,83.99,76.99
6202051340606,,139.99,83.99,83.99,83.99,76.99
6202041321201,,189.99,114.0,114.0,114.0,104.5
62020413251201,,189.99,114.0,114.0,114.0,104.5
6202041331201,,189.99,114.0,114.0,114.0,104.5
62020413351201,,189.99,114.0,114.0,114.0,104.5
6202041341201,,189.99,114.0,114.0,114.0,104.5
62020213212M06,,199.99,114.0,114.0,114.0,104.5
620202132512M06,,199.99,114.0,114.0,114.0,104.5
62020213312M06,,199.99,114.0,114.0,114.0,104.5
620202133512M06,,199.99,114.0,114.0,114.0,104.5
62020213412M06,,199.99,114.0,114.0,114.0,104.5
62020113212M06,,229.99,114.0,114.0,114.0,104.5
620201132512M06,,229.99,114.0,114.0,114.0,104.5
62020113312M06,,229.99,114.0,114.0,114.0,104.5
620201133512M06,,229.99,114.0,114.0,114.0,104.5
62020113412M06,,229.99,114.0,114.0,114.0,104.5
6202031321201,,219.99,114.0,114.0,114.0,104.5
62020313251201,,219.99,114.0,114.0,114.0,104.5
6202031331201,,219.99,114.0,114.0,114.0,104.5
62020313351201,,219.99,114.0,114.0,114.0,104.5
6202031341201,,219.99,114.0,114.0,114.0,104.5
6421151300606,,159.99,83.99,83.99,83.99,76.99
6421151310606,,159.99,83.99,83.99,83.99,76.99
6421161300606,,139.99,83.99,83.99,83.99,76.99
6421161310606,,139.99,83.99,83.99,83.99,76.99
621104132M1212,,189.99,114.0,114.0,114.0,104.5
6211041325M1212,,189.99,114.0,114.0,114.0,104.5
621104133M1212,,189.99,114.0,114.0,114.0,104.5
6211041335M1212,,189.99,114.0,114.0,114.0,104.5
621104134M1212,,189.99,114.0,114.0,114.0,104.5
62710113206M06,,229.99,114.0,114.0,114.0,104.5
627101132506M06,,229.99,114.0,114.0,114.0,104.5
62710113306M06,,229.99,114.0,114.0,114.0,104.5
627101133506M06,,229.99,114.0,114.0,114.0,104.5
62710113406M06,,229.99,114.0,114.0,114.0,104.5
6214041323600,,189.99,114.0,114.0,114.0,104.5
62140413253600,,189.99,114.0,114.0,114.0,104.5
6214041333600,,189.99,114.0,114.0,114.0,104.5
62140413353600,,189.99,114.0,114.0,114.0,104.5
6214041343600,,189.99,114.0,114.0,114.0,104.5
193092018,,321.99,292.5,263.5,234.5,199.5
193092014,,321.99,292.5,263.5,234.5,199.5
193092004,,321.99,292.5,263.5,234.5,199.5
193092007,,321.99,292.5,263.5,234.5,199.5
193092012,,321.99,292.5,263.5,234.5,199.5
193092008,,321.99,292.5,263.5,234.5,199.5
193092009,,321.99,292.5,263.5,234.5,199.5
193092011,,321.99,292.5,263.5,234.5,199.5
193092003,,321.99,292.5,263.5,234.5,199.5
193092015,,321.99,292.5,263.5,234.5,199.5
193092002,,321.99,292.5,263.5,234.5,199.5
193092M06,,321.99,312.0,283.0,254.0,216.5
193092M02,,321.99,312.0,283.0,254.0,216.5
193092275,,321.99,312.0,283.0,254.0,216.5
193092228,,321.99,312.0,283.0,254.0,216.5
193093006,,321.99,292.5,263.5,234.5,199.5
193093018,,321.99,292.5,263.5,234.5,199.5
193093014,,321.99,292.5,263.5,234.5,199.5
193093004,,321.99,292.5,263.5,234.5,199.5
193093007,,321.99,292.5,263.5,234.5,199.5
193093012,,321.99,292.5,263.5,234.5,199.5
193093008,,321.99,292.5,263.5,234.5,199.5
193093009,,321.99,292.5,263.5,234.5,199.5
193093011,,321.99,292.5,263.5,234.5,199.5
193093003,,321.99,292.5,263.5,234.5,199.5
193093015,,321.99,292.5,263.5,234.5,199.5
193093002,,321.99,292.5,263.5,234.5,199.5
193093M06,,321.99,312.0,283.0,254.0,216.5
193093M02,,321.99,312.0,283.0,254.0,216.5
193093275,,321.99,312.0,283.0,254.0,216.5
193093228,,321.99,312.0,283.0,254.0,216.5
193094006,,321.99,292.5,263.5,234.5,199.5
193094018,,321.99,292.5,263.5,234.5,199.5
193094014,,321.99,292.5,263.5,234.5,199.5
193094004,,321.99,292.5,263.5,234.5,199.5
193094007,,321.99,292.5,263.5,234.5,199.5
193094012,,321.99,292.5,263.5,234.5,199.5
193094008,,321.99,292.5,263.5,234.5,199.5
193094009,,321.99,292.5,263.5,234.5,199.5
193094011,,321.99,292.5,263.5,234.5,199.5
193094003,,321.99,292.5,263.5,234.5,199.5
193094015,,321.99,292.5,263.5,234.5,199.5
193094002,,321.99,292.5,263.5,234.5,199.5
193094M06,,321.99,312.0,283.0,254.0,216.5
193094M02,,321.99,312.0,283.0,254.0,216.5
193094275,,321.99,312.0,283.0,254.0,216.5
193094228,,321.99,312.0,283.0,254.0,216.5
193095006,,321.99,292.5,263.5,234.5,199.5
193095018,,321.99,292.5,263.5,234.5,199.5
193095014,,321.99,292.5,263.5,234.5,199.5
193095004,,321.99,292.5,263.5,234.5,199.5
193095007,,321.99,292.5,263.5,234.5,199.5
193095012,,321.99,292.5,263.5,234.5,199.5
193095008,,321.99,292.5,263.5,234.5,199.5
193095009,,321.99,292.5,263.5,234.5,199.5
193095011,,321.99,292.5,263.5,234.5,199.5
193095003,,321.99,292.5,263.5,234.5,199.5
193095015,,321.99,292.5,263.5,234.5,199.5
193095002,,321.99,292.5,263.5,234.5,199.5
193095M06,,321.99,312.0,283.0,254.0,216.5
193095M02,,321.99,312.0,283.0,254.0,216.5
193095275,,321.99,312.0,283.0,254.0,216.5
193095228,,321.99,312.0,283.0,254.0,216.5
193096006,,321.99,302.5,273.5,244.5,209.5
193096018,,321.99,302.5,273.5,244.5,209.5
193096014,,321.99,302.5,273.5,244.5,209.5
193096004,,321.99,302.5,273.5,244.5,209.5
193096007,,321.99,302.5,273.5,244.5,209.5
193096012,,321.99,302.5,273.5,244.5,209.5
193096008,,321.99,302.5,273.5,244.5,209.5
193096009,,321.99,302.5,273.5,244.5,209.5
193096011,,321.99,302.5,273.5,244.5,209.5
193096003,,321.99,302.5,273.5,244.5,209.5
193096015,,321.99,302.5,273.5,244.5,209.5
193096002,,321.99,302.5,273.5,244.5,209.5
193096M06,,321.99,322.0,283.0,264.0,226.5
193096M02,,321.99,322.0,283.0,264.0,226.5
193096275,,321.99,322.0,283.0,264.0,226.5
193096228,,321.99,322.0,283.0,264.0,226.5
193004018,,536.99,482.5,441.0,389.5,334.5
193004014,,536.99,482.5,441.0,389.5,334.5
193004004,,536.99,482.5,441.0,389.5,334.5
193004007,,536.99,482.5,441.0,389.5,334.5
193004012,,536.99,482.5,441.0,389.5,334.5
193004008,,536.99,482.5,441.0,389.5,334.5
193004009,,536.99,482.5,441.0,389.5,334.5
193004011,,536.99,482.5,441.0,389.5,334.5
193004003,,536.99,482.5,441.0,389.5,334.5
193004015,,536.99,482.5,441.0,389.5,334.5
193004002,,536.99,482.5,441.0,389.5,334.5
193004M06,,536.99,502.0,460.5,409.0,351.5
193004M08,,536.99,502.0,460.5,409.0,351.5
193004M03,,536.99,502.0,460.5,409.0,351.5
193004M02,,536.99,502.0,460.5,409.0,351.5
193004275,,536.99,502.0,460.5,409.0,351.5
193004228,,536.99,502.0,460.5,409.0,351.5
193005006,,536.99,482.5,441.0,389.5,334.5
193005018,,536.99,482.5,441.0,389.5,334.5
193005014,,536.99,482.5,441.0,389.5,334.5
193005004,,536.99,482.5,441.0,389.5,334.5
193005007,,536.99,482.5,441.0,389.5,334.5
193005012,,536.99,482.5,441.0,389.5,334.5
193005008,,536.99,482.5,441.0,389.5,334.5
193005009,,536.99,482.5,441.0,389.5,334.5
193005011,,536.99,482.5,441.0,389.5,334.5
193005003,,536.99,482.5,441.0,389.5,334.5
193005015,,536.99,482.5,441.0,389.5,334.5
193005002,,536.99,482.5,441.0,389.5,334.5
193005M06,,536.99,502.0,460.5,409.0,351.5
193005M08,,536.99,502.0,460.5,409.0,351.5
193005M03,,536.99,502.0,460.5,409.0,351.5
193005M02,,536.99,502.0,460.5,409.0,351.5
193005275,,536.99,502.0,460.5,409.0,351.5
193005228,,536.99,502.0,460.5,409.0,351.5
193006006,,536.99,492.5,451.0,399.5,344.5
193006018,,536.99,492.5,451.0,399.5,344.5
193006014,,536.99,492.5,451.0,399.5,344.5
193006004,,536.99,492.5,451.0,399.5,344.5
193006007,,536.99,492.5,451.0,399.5,344.5
193006012,,536.99,492.5,451.0,399.5,344.5
193006008,,536.99,492.5,451.0,399.5,344.5
193006009,,536.99,492.5,451.0,399.5,344.5
193006011,,536.99,492.5,451.0,399.5,344.5
193006003,,536.99,492.5,451.0,399.5,344.5
193006015,,536.99,492.5,451.0,399.5,344.5
193006002,,536.99,492.5,451.0,399.5,344.5
193006M06,,536.99,512.0,470.5,419.0,361.5
193006M08,,536.99,512.0,470.5,419.0,361.5
193006M03,,536.99,512.0,470.5,419.0,361.5
193006M02,,536.99,512.0,470.5,419.0,361.5
193006275,,536.99,512.0,470.5,419.0,361.5
193006228,,536.99,512.0,470.5,419.0,361.5
2044013018,,259.99,217.0,196.0,174.0,153.0
2044013014,,259.99,217.0,196.0,174.0,153.0
2044013004,,259.99,217.0,196.0,174.0,153.0
2044013007,,259.99,217.0,196.0,174.0,153.0
2044013012,,259.99,217.0,196.0,174.0,153.0
2044013008,,259.99,217.0,196.0,174.0,153.0
2044013009,,259.99,217.0,196.0,174.0,153.0
2044013011,,259.99,217.0,196.0,174.0,153.0
2044013003,,259.99,217.0,196.0,174.0,153.0
2044013015,,259.99,217.0,196.0,174.0,153.0
2044013002,,259.99,217.0,196.0,174.0,153.0
2044013M06,,259.99,236.5,215.5,193.5,170.0
2044013228,,259.99,236.5,215.5,193.5,170.0
2044013275,,259.99,236.5,215.5,193.5,170.0
2044014006,,259.99,217.0,196.0,174.0,153.0
2044014018,,259.99,217.0,196.0,174.0,153.0
2044014014,,259.99,217.0,196.0,174.0,153.0
2044014004,,259.99,217.0,196.0,174.0,153.0
2044014007,,259.99,217.0,196.0,174.0,153.0
2044014012,,259.99,217.0,196.0,174.0,153.0
2044014008,,259.99,217.0,196.0,174.0,153.0
2044014009,,259.99,217.0,196.0,174.0,153.0
2044014011,,259.99,217.0,196.0,174.0,153.0
2044014003,,259.99,217.0,196.0,174.0,153.0
2044014015,,259.99,217.0,196.0,174.0,153.0
2044014002,,259.99,217.0,196.0,174.0,153.0
2044014M06,,259.99,236.5,215.5,193.5,170.0
2044014228,,259.99,236.5,215.5,193.5,170.0
2044014275,,259.99,236.5,215.5,193.5,170.0
2044015006,,259.99,217.0,196.0,174.0,153.0
2044015018,,259.99,217.0,196.0,174.0,153.0
2044015014,,259.99,217.0,196.0,174.0,153.0
2044015004,,259.99,217.0,196.0,174.0,153.0
2044015007,,259.99,217.0,196.0,174.0,153.0
2044015012,,259.99,217.0,196.0,174.0,153.0
2044015008,,259.99,217.0,196.0,174.0,153.0
2044015009,,259.99,217.0,196.0,174.0,153.0
2044015011,,259.99,217.0,196.0,174.0,153.0
2044015003,,259.99,217.0,196.0,174.0,153.0
2044015015,,259.99,217.0,196.0,174.0,153.0
2044015002,,259.99,217.0,196.0,174.0,153.0
2044015M06,,259.99,236.5,215.5,193.5,170.0
2044015228,,259.99,236.5,215.5,193.5,170.0
2044015275,,259.99,236.5,215.5,193.5,170.0
2044016006,,259.99,229.0,208.0,186.0,165.0
2044016018,,259.99,229.0,208.0,186.0,165.0
2044016014,,259.99,229.0,208.0,186.0,165.0
2044016004,,259.99,229.0,208.0,186.0,165.0
2044016007,,259.99,229.0,208.0,186.0,165.0
2044016012,,259.99,229.0,208.0,186.0,165.0
2044016008,,259.99,229.0,208.0,186.0,165.0
2044016009,,259.99,229.0,208.0,186.0,165.0
2044016011,,259.99,229.0,208.0,186.0,165.0
2044016003,,259.99,229.0,208.0,186.0,165.0
2044016015,,259.99,229.0,208.0,186.0,165.0
2044016002,,259.99,229.0,208.0,186.0,165.0
2044016M06,,259.99,248.5,227.5,205.5,182.0
2044016228,,259.99,248.5,227.5,205.5,182.0
2044016275,,259.99,248.5,227.5,205.5,182.0
2044017006,,259.99,229.0,208.0,186.0,165.0
2044017018,,259.99,229.0,208.0,186.0,165.0
2044017014,,259.99,229.0,208.0,186.0,165.0
2044017004,,259.99,229.0,208.0,186.0,165.0
2044017007,,259.99,229.0,208.0,186.0,165.0
2044017012,,259.99,229.0,208.0,186.0,165.0
2044017008,,259.99,229.0,208.0,186.0,165.0
2044017009,,259.99,229.0,208.0,186.0,165.0
2044017011,,259.99,229.0,208.0,186.0,165.0
2044017003,,259.99,229.0,208.0,186.0,165.0
2044017015,,259.99,229.0,208.0,186.0,165.0
2044017002,,259.99,229.0,208.0,186.0,165.0
2044017M06,,259.99,248.5,227.5,205.5,182.0
2044017228,,259.99,248.5,227.5,205.5,182.0
2044017275,,259.99,248.5,227.5,205.5,182.0
193025018,,569.99,507.5,458.5,409.5,359.5
193025014,,569.99,507.5,458.5,409.5,359.5
193025004,,569.99,507.5,458.5,409.5,359.5
193025007,,569.99,507.5,458.5,409.5,359.5
193025012,,569.99,507.5,458.5,409.5,359.5
193025008,,569.99,507.5,458.5,409.5,359.5
193025009,,569.99,507.5,458.5,409.5,359.5
193025011,,569.99,507.5,458.5,409.5,359.5
193025003,,569.99,507.5,458.5,409.5,359.5
193025015,,569.99,507.5,458.5,409.5,359.5
193025002,,569.99,507.5,458.5,409.5,359.5
193025M06,,569.99,527.0,478.0,429.0,376.5
193025M02,,569.99,527.0,478.0,429.0,376.5
193025275,,569.99,527.0,478.0,429.0,376.5
193025228,,569.99,527.0,478.0,429.0,376.5
193026006,,569.99,517.5,468.5,419.5,369.5
193026018,,569.99,517.5,468.5,419.5,369.5
193026014,,569.99,517.5,468.5,419.5,369.5
193026004,,569.99,517.5,468.5,419.5,369.5
193026007,,569.99,517.5,468.5,419.5,369.5
193026012,,569.99,517.5,468.5,419.5,369.5
193026008,,569.99,517.5,468.5,419.5,369.5
193026009,,569.99,517.5,468.5,419.5,369.5
193026011,,569.99,517.5,468.5,419.5,369.5
193026003,,569.99,517.5,468.5,419.5,369.5
193026015,,569.99,517.5,468.5,419.5,369.5
193026002,,569.99,517.5,468.5,419.5,369.5
193026M06,,569.99,537.0,488.0,439.0,386.5
193026M02,,569.99,537.0,488.0,439.0,386.5
193026275,,569.99,537.0,488.0,439.0,386.5
193026228,,569.99,537.0,488.0,439.0,386.5
209000301499,,437.99,343.5,309.5,275.5,255.5
209000300499,,437.99,343.5,309.5,275.5,255.5
209000300799,,437.99,343.5,309.5,275.5,255.5
209000301299,,437.99,343.5,309.5,275.5,255.5
209000300899,,437.99,343.5,309.5,275.5,255.5
209000300999,,437.99,343.5,309.5,275.5,255.5
209000301199,,437.99,343.5,309.5,275.5,255.5
209000300399,,437.99,343.5,309.5,275.5,255.5
209000301599,,437.99,343.5,309.5,275.5,255.5
209000300299,,437.99,343.5,309.5,275.5,255.5
209000327599,,437.99,363.0,329.0,295.0,272.5
209000322899,,437.99,363.0,329.0,295.0,272.5
2090003M0699,,437.99,363.0,329.0,295.0,272.5
2090003M1899,,437.99,363.0,329.0,295.0,272.5
2090003M1499,,437.99,363.0,329.0,295.0,272.5
2090003M0499,,437.99,363.0,329.0,295.0,272.5
2090003M0799,,437.99,363.0,329.0,295.0,272.5
2090003M1299,,437.99,363.0,329.0,295.0,272.5
2090003M0899,,437.99,363.0,329.0,295.0,272.5
2090003M0999,,437.99,363.0,329.0,295.0,272.5
2090003M1199,,437.99,363.0,329.0,295.0,272.5
2090003M0399,,437.99,363.0,329.0,295.0,272.5
2090003M1599,,437.99,363.0,329.0,295.0,272.5
2090003M0299,,437.99,363.0,329.0,295.0,272.5
209000400699,,437.99,343.5,309.5,275.5,255.5
209000401499,,437.99,343.5,309.5,275.5,255.5
209000400499,,437.99,343.5,309.5,275.5,255.5
209000400799,,437.99,343.5,309.5,275.5,255.5
209000401299,,437.99,343.5,309.5,275.5,255.5
209000400899,,437.99,343.5,309.5,275.5,255.5
209000400999,,437.99,343.5,309.5,275.5,255.5
209000401199,,437.99,343.5,309.5,275.5,255.5
209000400399,,437.99,343.5,309.5,275.5,255.5
209000401599,,437.99,343.5,309.5,275.5,255.5
209000400299,,437.99,343.5,309.5,275.5,255.5
209000427599,,437.99,363.0,329.0,295.0,272.5
209000422899,,437.99,343.5,309.5,275.5,255.5
2090004M0699,,437.99,363.0,329.0,295.0,272.5
2090004M1899,,437.99,363.0,329.0,295.0,272.5
2090004M1499,,437.99,363.0,329.0,295.0,272.5
2090004M0499,,437.99,363.0,329.0,295.0,272.5
2090004M0799,,437.99,363.0,329.0,295.0,272.5
2090004M1299,,437.99,363.0,329.0,295.0,272.5
2090004M0899,,437.99,363.0,329.0,295.0,272.5
2090004M0999,,437.99,363.0,329.0,295.0,272.5
2090004M1199,,437.99,363.0,329.0,295.0,272.5
2090004M0399,,437.99,363.0,329.0,295.0,272.5
2090004M1599,,437.99,363.0,329.0,295.0,272.5
2090004M0299,,437.99,363.0,329.0,295.0,272.5
209000500699,,437.99,343.5,309.5,275.5,255.5
209000501499,,437.99,343.5,309.5,275.5,255.5
209000500499,,437.99,343.5,309.5,275.5,255.5
209000500799,,437.99,343.5,309.5,275.5,255.5
209000501299,,437.99,343.5,309.5,275.5,255.5
209000500899,,437.99,343.5,309.5,275.5,255.5
209000500999,,437.99,343.5,309.5,275.5,255.5
209000501199,,437.99,343.5,309.5,275.5,255.5
209000500399,,437.99,343.5,309.5,275.5,255.5
209000501599,,437.99,343.5,309.5,275.5,255.5
209000500299,,437.99,343.5,309.5,275.5,255.5
209000527599,,437.99,363.0,329.0,295.0,272.5
209000522899,,437.99,363.0,329.0,295.0,272.5
2090005M0699,,437.99,363.0,329.0,295.0,272.5
2090005M1899,,437.99,363.0,329.0,295.0,272.5
2090005M1499,,437.99,363.0,329.0,295.0,272.5
2090005M0499,,437.99,363.0,329.0,295.0,272.5
2090005M0799,,437.99,363.0,329.0,295.0,272.5
2090005M1299,,437.99,363.0,329.0,295.0,272.5
2090005M0899,,437.99,363.0,329.0,295.0,272.5
2090005M0999,,437.99,363.0,329.0,295.0,272.5
2090005M1199,,437.99,363.0,329.0,295.0,272.5
2090005M0399,,437.99,363.0,329.0,295.0,272.5
2090005M1599,,437.99,363.0,329.0,295.0,272.5
2090005M0299,,437.99,363.0,329.0,295.0,272.5
209000600699,,437.99,355.5,321.5,287.5,267.5
209000601499,,437.99,355.5,321.5,287.5,267.5
209000600499,,437.99,355.5,321.5,287.5,267.5
209000600799,,437.99,355.5,321.5,287.5,267.5
209000601299,,437.99,355.5,321.5,287.5,267.5
209000600899,,437.99,355.5,321.5,287.5,267.5
209000600999,,437.99,355.5,321.5,287.5,267.5
209000601199,,437.99,355.5,321.5,287.5,267.5
209000600399,,437.99,355.5,321.5,287.5,267.5
209000601599,,437.99,355.5,321.5,287.5,267.5
209000600299,,437.99,355.5,321.5,287.5,267.5
209000627599,,437.99,375.0,341.0,307.0,284.5
209000622899,,437.99,375.0,341.0,307.0,284.5
2090006M0699,,437.99,375.0,341.0,307.0,284.5
2090006M1899,,437.99,375.0,341.0,307.0,284.5
2090006M1499,,437.99,375.0,341.0,307.0,284.5
2090006M0499,,437.99,375.0,341.0,307.0,284.5
2090006M0799,,437.99,375.0,341.0,307.0,284.5
2090006M1299,,437.99,375.0,341.0,307.0,284.5
2090006M0899,,437.99,375.0,341.0,307.0,284.5
2090006M0999,,437.99,375.0,341.0,307.0,284.5
2090006M1199,,437.99,375.0,341.0,307.0,284.5
2090006M0399,,437.99,375.0,341.0,307.0,284.5
2090006M1599,,437.99,375.0,341.0,307.0,284.5
2090006M0299,,437.99,375.0,341.0,307.0,284.5
2090003018,,454.0,503.0,452.5,402.0,377.0
2090003014,,454.0,503.0,452.5,402.0,377.0
2090003004,,454.0,503.0,452.5,402.0,377.0
2090003007,,454.0,503.0,452.5,402.0,377.0
2090003012,,454.0,503.0,452.5,402.0,377.0
2090003008,,454.0,503.0,452.5,402.0,377.0
2090003009,,454.0,503.0,452.5,402.0,377.0
2090003011,,454.0,503.0,452.5,402.0,377.0
2090003003,,454.0,503.0,452.5,402.0,377.0
2090003015,,454.0,503.0,452.5,402.0,377.0
2090003002,,454.0,503.0,452.5,402.0,377.0
2090003275,,454.0,522.5,472.0,421.5,394.0
2090003228,,454.0,522.5,472.0,421.5,394.0
2090004006,,454.0,503.0,452.5,402.0,377.0
2090004018,,454.0,503.0,452.5,402.0,377.0
2090004014,,454.0,503.0,452.5,402.0,377.0
2090004004,,454.0,503.0,452.5,402.0,377.0
2090004007,,454.0,503.0,452.5,402.0,377.0
2090004012,,454.0,503.0,452.5,402.0,377.0
2090004008,,454.0,503.0,452.5,402.0,377.0
2090004009,,454.0,503.0,452.5,402.0,377.0
2090004011,,454.0,503.0,452.5,402.0,377.0
2090004003,,454.0,503.0,452.5,402.0,377.0
2090004015,,454.0,503.0,452.5,402.0,377.0
2090004002,,454.0,503.0,452.5,402.0,377.0
2090004275,,454.0,522.5,472.0,421.5,394.0
2090004228,,454.0,522.5,472.0,421.5,394.0
2090005006,,454.0,503.0,452.5,402.0,377.0
2090005018,,454.0,503.0,452.5,402.0,377.0
2090005014,,454.0,503.0,452.5,402.0,377.0
2090005004,,454.0,503.0,452.5,402.0,377.0
2090005007,,454.0,503.0,452.5,402.0,377.0
2090005012,,454.0,503.0,452.5,402.0,377.0
2090005008,,454.0,503.0,452.5,402.0,377.0
2090005009,,454.0,503.0,452.5,402.0,377.0
2090005011,,454.0,503.0,452.5,402.0,377.0
2090005003,,454.0,503.0,452.5,402.0,377.0
2090005015,,454.0,503.0,452.5,402.0,377.0
2090005002,,454.0,503.0,452.5,402.0,377.0
2090005275,,454.0,522.5,472.0,421.5,394.0
2090005228,,454.0,522.5,472.0,421.5,394.0
2090006006,,454.0,515.0,464.5,414.0,389.0
2090006018,,454.0,515.0,464.5,414.0,389.0
2090006014,,454.0,515.0,464.5,414.0,389.0
2090006004,,454.0,515.0,464.5,414.0,389.0
2090006007,,454.0,515.0,464.5,414.0,389.0
2090006012,,454.0,515.0,464.5,414.0,389.0
2090006008,,454.0,515.0,464.5,414.0,389.0
2090006009,,454.0,515.0,464.5,414.0,389.0
2090006011,,454.0,515.0,464.5,414.0,389.0
2090006003,,454.0,515.0,464.5,414.0,389.0
2090006015,,454.0,515.0,464.5,414.0,389.0
2090006002,,454.0,515.0,464.5,414.0,389.0
2090006275,,454.0,534.5,484.0,433.5,406.0
2090006228,,454.0,534.5,484.0,433.5,406.0
208800401899,,374.99,,,,
208800401499,,374.99,,,,
208800400499,,374.99,,,,
208800400799,,374.99,,,,
208800401299,,374.99,,,,
208800400899,,374.99,,,,
208800400999,,374.99,,,,
208800401199,,374.99,,,,
208800400399,,374.99,,,,
208800401599,,374.99,,,,
208800400299,,374.99,,,,
2088004M0699,,374.99,,,,
208800427599,,374.99,,,,
208800422899,,374.99,,,,
208800500699,,374.99,,,,
208800501899,,374.99,,,,
208800501499,,374.99,,,,
208800500499,,374.99,,,,
208800500799,,374.99,,,,
208800501299,,374.99,,,,
208800500899,,374.99,,,,
208800500999,,374.99,,,,
208800501199,,374.99,,,,
208800500399,,374.99,,,,
